Y_pestis_CO92_2014	Y_pestis_CO92	Similarity_Y_pestis_CO92_2014.to.Y_pestis_CO92	Similarity_Y_pestis_CO92.to.Y_pestis_CO92_2014
KGA55421.1	gnl|YPES214092|GKDD-2080-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-2318-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-2435-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-2517-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-2644-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-2653-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-2709-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-2779-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-3709-MONOMER	100.0	100.0
KGA55421.1	gnl|YPES214092|GKDD-4031-MONOMER	100.0	100.0
KGA55422.1	gnl|YPES214092|GKDD-1497-MONOMER	100.0	100.0
KGA55423.1	gnl|YPES214092|GKDD-1482-MONOMER	100.0	100.0
KGA55424.1	gnl|YPES214092|GKDD-1456-MONOMER	100.0	100.0
KGA55425.1	gnl|YPES214092|GKDD-1483-MONOMER	100.0	100.0
KGA55427.1	gnl|YPES214092|GKDD-1455-MONOMER	100.0	100.0
KGA55428.1	gnl|YPES214092|GKDD-1462-MONOMER	100.0	100.0
KGA55429.1	gnl|YPES214092|GKDD-1507-MONOMER	100.0	100.0
KGA55417.1	gnl|YPES214092|GKDD-1480-MONOMER	100.0	100.0
KGA55416.1	gnl|YPES214092|GKDD-1476-MONOMER	100.0	100.0
KGA55415.1	gnl|YPES214092|GKDD-1489-MONOMER	100.0	100.0
KGA55397.1	gnl|YPES214092|GKDD-1499-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-2318-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-2435-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-2517-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-2644-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-2653-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-2709-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-2779-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-3709-MONOMER	100.0	100.0
KGA55391.1	gnl|YPES214092|GKDD-4031-MONOMER	100.0	100.0
KGA55392.1	gnl|YPES214092|GKDD-2641-MONOMER	100.0	100.0
KGA55393.1	gnl|YPES214092|GKDD-2643-MONOMER	100.0	100.0
KGA55394.1	gnl|YPES214092|GKDD-2618-MONOMER	100.0	100.0
KGA55395.1	gnl|YPES214092|GKDD-2604-MONOMER	100.0	100.0
KGA55396.1	gnl|YPES214092|GKDD-1505-MONOMER	100.0	100.0
KGA55398.1	gnl|YPES214092|GKDD-1514-MONOMER	100.0	100.0
KGA55414.1	gnl|YPES214092|GKDD-1490-MONOMER	100.0	100.0
KGA55399.1	gnl|YPES214092|GKDD-1484-MONOMER	100.0	100.0
KGA55401.1	gnl|YPES214092|GKDD-1468-MONOMER	100.0	100.0
KGA55402.1	gnl|YPES214092|GKDD-1470-MONOMER	100.0	100.0
KGA55403.1	gnl|YPES214092|GKDD-1500-MONOMER	100.0	100.0
KGA55404.1	gnl|YPES214092|GKDD-1495-MONOMER	100.0	100.0
KGA55405.1	gnl|YPES214092|GKDD-1498-MONOMER	100.0	100.0
KGA55406.1	gnl|YPES214092|GKDD-1478-MONOMER	100.0	100.0
KGA55407.1	gnl|YPES214092|GKDD-1458-MONOMER	100.0	100.0
KGA55408.1	gnl|YPES214092|GKDD-1453-MONOMER	100.0	100.0
KGA55409.1	gnl|YPES214092|GKDD-1473-MONOMER	100.0	100.0
KGA55410.1	gnl|YPES214092|GKDD-1485-MONOMER	100.0	100.0
KGA55411.1	gnl|YPES214092|GKDD-1491-MONOMER	100.0	100.0
KGA55412.1	gnl|YPES214092|GKDD-1515-MONOMER	100.0	100.0
KGA55413.1	gnl|YPES214092|GKDD-1504-MONOMER	100.0	100.0
KGA55430.1	gnl|YPES214092|GKDD-1454-MONOMER	100.0	100.0
KGA55431.1	gnl|YPES214092|GKDD-1472-MONOMER	100.0	100.0
KGA55432.1	gnl|YPES214092|GKDD-1494-MONOMER	100.0	100.0
KGA55465.1	gnl|YPES214092|GKDD-3523-MONOMER	100.0	100.0
KGA55450.1	gnl|YPES214092|GKDD-1496-MONOMER	100.0	100.0
KGA55451.1	gnl|YPES214092|GKDD-1492-MONOMER	100.0	100.0
KGA55452.1	gnl|YPES214092|GKDD-1459-MONOMER	100.0	100.0
KGA55453.1	gnl|YPES214092|GKDD-1471-MONOMER	100.0	100.0
KGA55454.1	gnl|YPES214092|GKDD-1493-MONOMER	100.0	100.0
KGA55455.1	gnl|YPES214092|GKDD-1451-MONOMER	100.0	100.0
KGA55456.1	gnl|YPES214092|GKDD-1509-MONOMER	100.0	100.0
KGA55457.1	gnl|YPES214092|GKDD-1488-MONOMER	100.0	100.0
KGA55459.1	gnl|YPES214092|GKDD-1452-MONOMER	100.0	100.0
KGA55460.1	gnl|YPES214092|GKDD-1508-MONOMER	100.0	100.0
KGA55461.1	gnl|YPES214092|GKDD-1506-MONOMER	100.0	100.0
KGA55462.1	gnl|YPES214092|GKDD-1474-MONOMER	100.0	100.0
KGA55463.1	gnl|YPES214092|GKDD-1502-MONOMER	100.0	100.0
KGA55464.1	gnl|YPES214092|GKDD-1469-MONOMER	100.0	100.0
KGA55466.1	gnl|YPES214092|GKDD-3519-MONOMER	100.0	100.0
KGA55448.1	gnl|YPES214092|GKDD-1465-MONOMER	100.0	100.0
KGA55467.1	gnl|YPES214092|GKDD-3574-MONOMER	100.0	100.0
KGA55468.1	gnl|YPES214092|GKDD-3531-MONOMER	100.0	100.0
KGA55469.1	gnl|YPES214092|GKDD-3575-MONOMER	100.0	100.0
KGA55470.1	gnl|YPES214092|GKDD-3552-MONOMER	100.0	100.0
KGA55471.1	gnl|YPES214092|GKDD-3561-MONOMER	100.0	100.0
KGA55472.1	gnl|YPES214092|GKDD-3528-MONOMER	100.0	100.0
KGA55473.1	gnl|YPES214092|GKDD-3555-MONOMER	100.0	100.0
KGA55474.1	gnl|YPES214092|GKDD-3563-MONOMER	100.0	100.0
KGA55475.1	gnl|YPES214092|GKDD-3554-MONOMER	100.0	100.0
KGA55476.1	gnl|YPES214092|GKDD-3567-MONOMER	100.0	100.0
KGA55477.1	gnl|YPES214092|GKDD-3521-MONOMER	100.0	100.0
KGA55478.1	gnl|YPES214092|GKDD-3570-MONOMER	100.0	100.0
KGA55479.1	gnl|YPES214092|GKDD-3533-MONOMER	100.0	100.0
KGA55480.1	gnl|YPES214092|GKDD-3569-MONOMER	100.0	100.0
KGA55449.1	gnl|YPES214092|GKDD-1477-MONOMER	100.0	100.0
KGA55447.1	gnl|YPES214092|GKDD-1481-MONOMER	100.0	100.0
KGA55433.1	gnl|YPES214092|GKDD-1513-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-2080-MONOMER	100.0	100.0
KGA55435.1	gnl|YPES214092|GKDD-1464-MONOMER	100.0	100.0
KGA55436.1	gnl|YPES214092|GKDD-1479-MONOMER	100.0	100.0
KGA55437.1	gnl|YPES214092|GKDD-1466-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-1422-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-1486-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-1510-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-1516-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-1546-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-16-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-1648-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-1888-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-1996-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-2024-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-2056-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-2318-MONOMER	100.0	100.0
KGA55446.1	gnl|YPES214092|GKDD-1487-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-2435-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-2517-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-2644-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-2653-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-2709-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-2779-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-3709-MONOMER	100.0	100.0
KGA55438.1	gnl|YPES214092|GKDD-4031-MONOMER	100.0	100.0
KGA55440.1	gnl|YPES214092|GKDD-1467-MONOMER	100.0	100.0
KGA55441.1	gnl|YPES214092|GKDD-1503-MONOMER	100.0	100.0
KGA55442.1	gnl|YPES214092|GKDD-1475-MONOMER	100.0	100.0
KGA55443.1	gnl|YPES214092|GKDD-1511-MONOMER	100.0	100.0
KGA55444.1	gnl|YPES214092|GKDD-1450-MONOMER	100.0	100.0
KGA55445.1	gnl|YPES214092|GKDD-1463-MONOMER	100.0	100.0
KGA55108.1	gnl|YPES214092|GKDD-3991-MONOMER	100.0	100.0
KGA55106.1	gnl|YPES214092|GKDD-1926-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-1922-MONOMER	100.0	100.0
KGA54781.1	gnl|YPES214092|GKDD-3470-MONOMER	100.0	100.0
KGA54787.1	gnl|YPES214092|GKDD-3429-MONOMER	100.0	100.0
KGA54786.1	gnl|YPES214092|GKDD-3430-MONOMER	100.0	100.0
KGA54785.1	gnl|YPES214092|GKDD-3483-MONOMER	100.0	100.0
KGA54784.1	gnl|YPES214092|GKDD-3512-MONOMER	100.0	100.0
KGA54783.1	gnl|YPES214092|GKDD-3494-MONOMER	100.0	100.0
KGA54782.1	gnl|YPES214092|GKDD-3505-MONOMER	100.0	100.0
KGA54780.1	gnl|YPES214092|GKDD-3502-MONOMER	100.0	100.0
KGA54732.1	gnl|YPES214092|GKDD-3508-MONOMER	100.0	100.0
KGA54779.1	gnl|YPES214092|GKDD-3491-MONOMER	100.0	100.0
KGA54778.1	gnl|YPES214092|GKDD-3425-MONOMER	100.0	100.0
KGA54777.1	gnl|YPES214092|GKDD-3510-MONOMER	100.0	100.0
KGA54776.1	gnl|YPES214092|GKDD-3454-MONOMER	100.0	100.0
KGA54775.1	gnl|YPES214092|GKDD-3499-MONOMER	100.0	100.0
KGA54774.1	gnl|YPES214092|GKDD-3493-MONOMER	100.0	100.0
KGA54788.1	gnl|YPES214092|GKDD-3432-MONOMER	100.0	100.0
KGA54789.1	gnl|YPES214092|GKDD-3489-MONOMER	100.0	100.0
KGA54790.1	gnl|YPES214092|GKDD-3465-MONOMER	100.0	100.0
KGA54791.1	gnl|YPES214092|GKDD-3497-MONOMER	100.0	100.0
KGA54792.1	gnl|YPES214092|GKDD-3476-MONOMER	100.0	100.0
KGA54793.1	gnl|YPES214092|GKDD-3462-MONOMER	100.0	100.0
KGA54794.1	gnl|YPES214092|GKDD-3433-MONOMER	100.0	100.0
KGA54795.1	gnl|YPES214092|GKDD-3466-MONOMER	100.0	100.0
KGA54796.1	gnl|YPES214092|GKDD-3485-MONOMER	100.0	100.0
KGA54797.1	gnl|YPES214092|GKDD-3481-MONOMER	100.0	100.0
KGA54798.1	gnl|YPES214092|GKDD-3471-MONOMER	100.0	100.0
KGA54799.1	gnl|YPES214092|GKDD-3440-MONOMER	100.0	100.0
KGA54800.1	gnl|YPES214092|GKDD-3453-MONOMER	100.0	100.0
KGA54801.1	gnl|YPES214092|GKDD-3492-MONOMER	100.0	100.0
KGA54802.1	gnl|YPES214092|GKDD-3486-MONOMER	100.0	100.0
KGA54805.1	gnl|YPES214092|GKDD-3431-MONOMER	100.0	100.0
KGA54807.1	gnl|YPES214092|GKDD-3475-MONOMER	100.0	100.0
KGA54773.1	gnl|YPES214092|GKDD-3468-MONOMER	100.0	100.0
KGA54772.1	gnl|YPES214092|GKDD-3498-MONOMER	100.0	100.0
KGA54771.1	gnl|YPES214092|GKDD-3450-MONOMER	100.0	100.0
KGA54751.1	gnl|YPES214092|GKDD-3435-MONOMER	100.0	100.0
KGA54735.1	gnl|YPES214092|GKDD-3488-MONOMER	100.0	100.0
KGA54737.1	gnl|YPES214092|GKDD-3459-MONOMER	100.0	100.0
KGA54738.1	gnl|YPES214092|GKDD-3513-MONOMER	100.0	100.0
KGA54739.1	gnl|YPES214092|GKDD-3434-MONOMER	100.0	100.0
KGA54740.1	gnl|YPES214092|GKDD-3472-MONOMER	100.0	100.0
KGA54741.1	gnl|YPES214092|GKDD-3428-MONOMER	100.0	100.0
KGA54742.1	gnl|YPES214092|GKDD-3477-MONOMER	100.0	100.0
KGA54743.1	gnl|YPES214092|GKDD-3437-MONOMER	100.0	100.0
KGA54744.1	gnl|YPES214092|GKDD-3446-MONOMER	100.0	100.0
KGA54745.1	gnl|YPES214092|GKDD-3467-MONOMER	100.0	100.0
KGA54746.1	gnl|YPES214092|GKDD-3447-MONOMER	100.0	100.0
KGA54748.1	gnl|YPES214092|GKDD-3456-MONOMER	100.0	100.0
KGA54749.1	gnl|YPES214092|GKDD-3436-MONOMER	100.0	100.0
KGA54750.1	gnl|YPES214092|GKDD-3464-MONOMER	100.0	100.0
KGA54752.1	gnl|YPES214092|GKDD-3427-MONOMER	100.0	100.0
KGA54770.1	gnl|YPES214092|GKDD-3451-MONOMER	100.0	100.0
KGA54753.1	gnl|YPES214092|GKDD-3484-MONOMER	100.0	100.0
KGA54756.1	gnl|YPES214092|GKDD-3448-MONOMER	100.0	100.0
KGA54757.1	gnl|YPES214092|GKDD-3438-MONOMER	100.0	100.0
KGA54758.1	gnl|YPES214092|GKDD-3463-MONOMER	100.0	100.0
KGA54759.1	gnl|YPES214092|GKDD-3506-MONOMER	100.0	100.0
KGA54760.1	gnl|YPES214092|GKDD-3473-MONOMER	100.0	100.0
KGA54761.1	gnl|YPES214092|GKDD-3482-MONOMER	100.0	100.0
KGA54762.1	gnl|YPES214092|GKDD-3479-MONOMER	100.0	100.0
KGA54763.1	gnl|YPES214092|GKDD-3501-MONOMER	100.0	100.0
KGA54764.1	gnl|YPES214092|GKDD-3439-MONOMER	100.0	100.0
KGA54765.1	gnl|YPES214092|GKDD-3445-MONOMER	100.0	100.0
KGA54767.1	gnl|YPES214092|GKDD-3455-MONOMER	100.0	100.0
KGA54768.1	gnl|YPES214092|GKDD-3441-MONOMER	100.0	100.0
KGA54769.1	gnl|YPES214092|GKDD-3443-MONOMER	100.0	100.0
KGA54809.1	gnl|YPES214092|GKDD-3490-MONOMER	100.0	100.0
KGA54810.1	gnl|YPES214092|GKDD-3495-MONOMER	100.0	100.0
KGA54811.1	gnl|YPES214092|GKDD-3449-MONOMER	100.0	100.0
KGA54871.1	gnl|YPES214092|GKDD-854-MONOMER	100.0	100.0
KGA54853.1	gnl|YPES214092|GKDD-795-MONOMER	100.0	100.0
KGA54855.1	gnl|YPES214092|GKDD-787-MONOMER	100.0	100.0
KGA54856.1	gnl|YPES214092|GKDD-866-MONOMER	100.0	100.0
KGA54858.1	gnl|YPES214092|GKDD-830-MONOMER	100.0	100.0
KGA54859.1	gnl|YPES214092|GKDD-839-MONOMER	100.0	100.0
KGA54861.1	gnl|YPES214092|GKDD-853-MONOMER	100.0	100.0
KGA54862.1	gnl|YPES214092|GKDD-855-MONOMER	100.0	100.0
KGA54863.1	gnl|YPES214092|GKDD-824-MONOMER	100.0	100.0
KGA54865.1	gnl|YPES214092|GKDD-821-MONOMER	100.0	100.0
KGA54866.1	gnl|YPES214092|GKDD-851-MONOMER	100.0	100.0
KGA54867.1	gnl|YPES214092|GKDD-832-MONOMER	100.0	100.0
KGA54868.1	gnl|YPES214092|GKDD-862-MONOMER	100.0	100.0
KGA54869.1	gnl|YPES214092|GKDD-825-MONOMER	100.0	100.0
KGA54870.1	gnl|YPES214092|GKDD-810-MONOMER	100.0	100.0
KGA54872.1	gnl|YPES214092|GKDD-864-MONOMER	100.0	100.0
KGA54850.1	gnl|YPES214092|GKDD-841-MONOMER	100.0	100.0
KGA54873.1	gnl|YPES214092|GKDD-845-MONOMER	100.0	100.0
KGA54874.1	gnl|YPES214092|GKDD-802-MONOMER	100.0	100.0
KGA54875.1	gnl|YPES214092|GKDD-835-MONOMER	100.0	100.0
KGA54876.1	gnl|YPES214092|GKDD-852-MONOMER	100.0	100.0
KGA54877.1	gnl|YPES214092|GKDD-804-MONOMER	100.0	100.0
KGA54878.1	gnl|YPES214092|GKDD-844-MONOMER	100.0	100.0
KGA54880.1	gnl|YPES214092|GKDD-863-MONOMER	100.0	100.0
KGA54881.1	gnl|YPES214092|GKDD-856-MONOMER	100.0	100.0
KGA54882.1	gnl|YPES214092|GKDD-794-MONOMER	100.0	100.0
KGA54883.1	gnl|YPES214092|GKDD-814-MONOMER	100.0	100.0
KGA54884.1	gnl|YPES214092|GKDD-831-MONOMER	100.0	100.0
KGA54885.1	gnl|YPES214092|GKDD-791-MONOMER	100.0	100.0
KGA54886.1	gnl|YPES214092|GKDD-798-MONOMER	100.0	100.0
KGA54887.1	gnl|YPES214092|GKDD-783-MONOMER	100.0	100.0
KGA54852.1	gnl|YPES214092|GKDD-846-MONOMER	100.0	100.0
KGA54849.1	gnl|YPES214092|GKDD-803-MONOMER	100.0	100.0
KGA54813.1	gnl|YPES214092|GKDD-3509-MONOMER	100.0	100.0
KGA54829.1	gnl|YPES214092|GKDD-800-MONOMER	100.0	100.0
KGA54814.1	gnl|YPES214092|GKDD-3474-MONOMER	100.0	100.0
KGA54815.1	gnl|YPES214092|GKDD-3504-MONOMER	100.0	100.0
KGA54817.1	gnl|YPES214092|GKDD-3511-MONOMER	100.0	100.0
KGA54818.1	gnl|YPES214092|GKDD-3487-MONOMER	100.0	100.0
KGA54819.1	gnl|YPES214092|GKDD-3442-MONOMER	100.0	100.0
KGA54820.1	gnl|YPES214092|GKDD-785-MONOMER	100.0	100.0
KGA54821.1	gnl|YPES214092|GKDD-860-MONOMER	100.0	100.0
KGA54822.1	gnl|YPES214092|GKDD-823-MONOMER	100.0	100.0
KGA54823.1	gnl|YPES214092|GKDD-812-MONOMER	100.0	100.0
KGA54824.1	gnl|YPES214092|GKDD-796-MONOMER	100.0	100.0
KGA54825.1	gnl|YPES214092|GKDD-861-MONOMER	100.0	100.0
KGA54826.1	gnl|YPES214092|GKDD-811-MONOMER	100.0	100.0
KGA54827.1	gnl|YPES214092|GKDD-849-MONOMER	100.0	100.0
KGA54828.1	gnl|YPES214092|GKDD-799-MONOMER	100.0	100.0
KGA54831.1	gnl|YPES214092|GKDD-828-MONOMER	100.0	100.0
KGA54847.1	gnl|YPES214092|GKDD-793-MONOMER	100.0	100.0
KGA54832.1	gnl|YPES214092|GKDD-827-MONOMER	100.0	100.0
KGA54833.1	gnl|YPES214092|GKDD-809-MONOMER	100.0	100.0
KGA54834.1	gnl|YPES214092|GKDD-857-MONOMER	100.0	100.0
KGA54836.1	gnl|YPES214092|GKDD-813-MONOMER	100.0	100.0
KGA54837.1	gnl|YPES214092|GKDD-859-MONOMER	100.0	100.0
KGA54838.1	gnl|YPES214092|GKDD-818-MONOMER	100.0	100.0
KGA54839.1	gnl|YPES214092|GKDD-789-MONOMER	100.0	100.0
KGA54840.1	gnl|YPES214092|GKDD-819-MONOMER	100.0	100.0
KGA54841.1	gnl|YPES214092|GKDD-840-MONOMER	100.0	100.0
KGA54842.1	gnl|YPES214092|GKDD-782-MONOMER	100.0	100.0
KGA54843.1	gnl|YPES214092|GKDD-801-MONOMER	100.0	100.0
KGA54844.1	gnl|YPES214092|GKDD-806-MONOMER	100.0	100.0
KGA54845.1	gnl|YPES214092|GKDD-829-MONOMER	100.0	100.0
KGA54846.1	gnl|YPES214092|GKDD-865-MONOMER	100.0	100.0
KGA54734.1	gnl|YPES214092|GKDD-3424-MONOMER	100.0	100.0
KGA54731.1	gnl|YPES214092|GKDD-3503-MONOMER	100.0	100.0
KGA54889.1	gnl|YPES214092|GKDD-837-MONOMER	100.0	100.0
KGA54669.1	gnl|YPES214092|GKDD-1111-MONOMER	100.0	100.0
KGA54676.1	gnl|YPES214092|GKDD-1107-MONOMER	100.0	100.0
KGA54674.1	gnl|YPES214092|GKDD-1132-MONOMER	100.0	100.0
KGA54673.1	gnl|YPES214092|GKDD-1143-MONOMER	100.0	100.0
KGA54672.1	gnl|YPES214092|GKDD-1171-MONOMER	100.0	100.0
KGA54671.1	gnl|YPES214092|GKDD-1149-MONOMER	100.0	100.0
KGA54670.1	gnl|YPES214092|GKDD-1113-MONOMER	100.0	100.0
KGA54666.1	gnl|YPES214092|GKDD-1112-MONOMER	100.0	100.0
KGA54730.1	gnl|YPES214092|GKDD-3478-MONOMER	100.0	100.0
KGA54665.1	gnl|YPES214092|GKDD-1151-MONOMER	100.0	100.0
KGA54664.1	gnl|YPES214092|GKDD-1126-MONOMER	100.0	100.0
KGA54663.1	gnl|YPES214092|GKDD-1181-MONOMER	100.0	100.0
KGA54662.1	gnl|YPES214092|GKDD-1135-MONOMER	100.0	100.0
KGA54661.1	gnl|YPES214092|GKDD-1154-MONOMER	100.0	100.0
KGA54660.1	gnl|YPES214092|GKDD-1114-MONOMER	100.0	100.0
KGA54677.1	gnl|YPES214092|GKDD-1199-MONOMER	100.0	100.0
KGA54678.1	gnl|YPES214092|GKDD-1170-MONOMER	100.0	100.0
KGA54679.1	gnl|YPES214092|GKDD-1200-MONOMER	100.0	100.0
KGA54681.1	gnl|YPES214092|GKDD-1116-MONOMER	100.0	100.0
KGA54682.1	gnl|YPES214092|GKDD-1144-MONOMER	100.0	100.0
KGA54683.1	gnl|YPES214092|GKDD-1183-MONOMER	100.0	100.0
KGA54684.1	gnl|YPES214092|GKDD-1169-MONOMER	100.0	100.0
KGA54685.1	gnl|YPES214092|GKDD-1141-MONOMER	100.0	100.0
KGA54686.1	gnl|YPES214092|GKDD-1182-MONOMER	100.0	100.0
KGA54687.1	gnl|YPES214092|GKDD-1121-MONOMER	100.0	100.0
KGA54688.1	gnl|YPES214092|GKDD-1139-MONOMER	100.0	100.0
KGA54689.1	gnl|YPES214092|GKDD-1117-MONOMER	100.0	100.0
KGA54690.1	gnl|YPES214092|GKDD-1165-MONOMER	100.0	100.0
KGA54691.1	gnl|YPES214092|GKDD-1191-MONOMER	100.0	100.0
KGA54692.1	gnl|YPES214092|GKDD-1130-MONOMER	100.0	100.0
KGA54693.1	gnl|YPES214092|GKDD-1179-MONOMER	100.0	100.0
KGA54694.1	gnl|YPES214092|GKDD-1158-MONOMER	100.0	100.0
KGA54659.1	gnl|YPES214092|GKDD-1153-MONOMER	100.0	100.0
KGA54658.1	gnl|YPES214092|GKDD-1108-MONOMER	100.0	100.0
KGA54657.1	gnl|YPES214092|GKDD-1140-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-3154-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-197-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-2218-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-24-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-2495-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-2625-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-2676-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-2716-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-2746-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-2768-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-2823-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-2897-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-293-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-3021-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-3105-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-3239-MONOMER	100.0	100.0
KGA54656.1	gnl|YPES214092|GKDD-19-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-3357-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-3388-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-344-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-3566-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-3639-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-458-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-466-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-509-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-557-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-661-MONOMER	100.0	100.0
KGA54650.1	gnl|YPES214092|GKDD-976-MONOMER	100.0	100.0
KGA54651.1	gnl|YPES214092|GKDD-1159-MONOMER	100.0	100.0
KGA54653.1	gnl|YPES214092|GKDD-1122-MONOMER	100.0	100.0
KGA54655.1	gnl|YPES214092|GKDD-1134-MONOMER	100.0	100.0
KGA54695.1	gnl|YPES214092|GKDD-1177-MONOMER	100.0	100.0
KGA54696.1	gnl|YPES214092|GKDD-1185-MONOMER	100.0	100.0
KGA54697.1	gnl|YPES214092|GKDD-1148-MONOMER	100.0	100.0
KGA54713.1	gnl|YPES214092|GKDD-1129-MONOMER	100.0	100.0
KGA54701.1	gnl|YPES214092|GKDD-509-MONOMER	100.0	100.0
KGA54701.1	gnl|YPES214092|GKDD-557-MONOMER	100.0	100.0
KGA54701.1	gnl|YPES214092|GKDD-661-MONOMER	100.0	100.0
KGA54701.1	gnl|YPES214092|GKDD-976-MONOMER	100.0	100.0
KGA54703.1	gnl|YPES214092|GKDD-1142-MONOMER	100.0	100.0
KGA54704.1	gnl|YPES214092|GKDD-21-MONOMER	100.0	100.0
KGA54705.1	gnl|YPES214092|GKDD-1109-MONOMER	100.0	100.0
KGA54706.1	gnl|YPES214092|GKDD-3593-MONOMER	100.0	100.0
KGA54707.1	gnl|YPES214092|GKDD-1133-MONOMER	100.0	100.0
KGA54708.1	gnl|YPES214092|GKDD-1137-MONOMER	100.0	100.0
KGA54709.1	gnl|YPES214092|GKDD-1189-MONOMER	100.0	100.0
KGA54710.1	gnl|YPES214092|GKDD-1138-MONOMER	100.0	100.0
KGA54711.1	gnl|YPES214092|GKDD-1187-MONOMER	100.0	100.0
KGA54712.1	gnl|YPES214092|GKDD-1201-MONOMER	100.0	100.0
KGA54715.1	gnl|YPES214092|GKDD-1192-MONOMER	100.0	100.0
KGA54701.1	gnl|YPES214092|GKDD-458-MONOMER	100.0	100.0
KGA54716.1	gnl|YPES214092|GKDD-1161-MONOMER	100.0	100.0
KGA54717.1	gnl|YPES214092|GKDD-1194-MONOMER	100.0	100.0
KGA54718.1	gnl|YPES214092|GKDD-1131-MONOMER	100.0	100.0
KGA54719.1	gnl|YPES214092|GKDD-1172-MONOMER	100.0	100.0
